Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Product_Category,Product_Name,Sales_Channel,Quantity,Unit_Price,Discount_Rate,Revenue,Cost,Profit,Payment_Method,Customer_Rating,Is_Returned,Sales_Rep,Delivery_Days,Campaign_Source,Notes
ORD-100141,2025-09-23,CUST-1042,Small Business,Central,Services,Installation Service,Corporate Sales,10,273.11,0.15,2321.42,1555.28,766.14,Mobile Wallet,4.6,False,H. Navarro,10,Direct,
ORD-100142,2025-10-16,CUST-1150,Small Business,North,Furniture,Meeting Table,Partner,1,754.83,0.05,717.09,581.68,135.41,Mobile Wallet,3.8,False,D. Lim,2,Direct,Priority client
ORD-100143,2025-01-27,CUST-1063,Consumer,Central,Services,Installation Service,Online,9,225.61,0.2,1624.38,1320.25,304.13,Bank Transfer,4.3,False,A. Cruz,7,Referral,
ORD-100144,2025-06-10,CUST-1157,Small Business,North,Services,Installation Service,Retail Store,7,228.69,0.2,1280.66,913.02,367.65,Bank Transfer,4.1,False,F. Tan,9,Direct,
ORD-100145,2025-09-02,CUST-1091,Corporate,East,Services,Training Package,Partner,3,492.24,0.1,1329.04,937.7,391.34,Bank Transfer,5.0,False,D. Lim,6,Social,Follow-up required
ORD-100146,2025-10-13,CUST-1123,Small Business,Central,Furniture,Standing Desk,Corporate Sales,5,623.28,0.05,2960.59,2163.05,797.54,Mobile Wallet,4.8,False,B. Santos,8,Trade Show,
ORD-100147,2025-12-13,CUST-1021,Small Business,West,Services,Support Contract,Corporate Sales,6,1220.24,0.0,7321.41,5829.88,1491.53,Purchase Order,5.0,False,D. Lim,5,Search,New account
ORD-100148,2025-10-03,CUST-1151,Consumer,South,Furniture,Storage Shelf,Online,12,285.69,0.05,3256.84,2036.01,1220.83,Bank Transfer,3.5,False,D. Lim,10,Email,New account
ORD-100149,2025-02-21,CUST-1141,Consumer,West,Services,Training Package,Partner,12,446.73,0.1,4824.71,3207.49,1617.22,Purchase Order,3.5,False,D. Lim,3,Social,
ORD-100150,2025-06-14,CUST-1010,Consumer,West,Furniture,Executive Chair,Retail Store,2,535.4,0.2,856.63,699.6,157.03,Credit Card,4.2,False,G. Ramos,9,Referral,New account
ORD-100151,2025-04-06,CUST-1073,Small Business,Central,Furniture,Executive Chair,Partner,1,508.38,0.05,482.96,342.26,140.7,Bank Transfer,4.8,False,H. Navarro,2,Social,
ORD-100152,2025-04-09,CUST-1048,Consumer,East,Technology,Wireless Headset,Corporate Sales,3,154.5,0.2,370.81,229.54,141.27,Bank Transfer,3.7,False,C. Reyes,5,Trade Show,New account
ORD-100153,2025-11-24,CUST-1036,Small Business,East,Services,Support Contract,Retail Store,9,1298.62,0.05,11103.22,8631.74,2471.48,Credit Card,3.1,False,E. Garcia,2,Referral,
ORD-100154,2025-05-01,CUST-1067,Corporate,East,Services,Training Package,Retail Store,6,488.95,0.05,2786.99,2195.74,591.25,Credit Card,5.0,False,B. Santos,10,Referral,
ORD-100155,2025-06-07,CUST-1031,Corporate,East,Office Supplies,Printer Toner,Corporate Sales,11,153.63,0.15,1436.43,842.22,594.21,Bank Transfer,5.0,False,D. Lim,5,Search,New account
ORD-100156,2025-09-02,CUST-1138,Corporate,South,Office Supplies,Printer Toner,Retail Store,12,185.47,0.15,1891.79,1165.53,726.26,Credit Card,3.7,False,H. Navarro,9,Trade Show,Priority client
ORD-100157,2025-12-27,CUST-1138,Consumer,South,Furniture,Executive Chair,Corporate Sales,10,498.21,0.0,4982.06,3345.02,1637.04,Purchase Order,4.0,True,B. Santos,11,Direct,Follow-up required
ORD-100158,2025-04-16,CUST-1132,Small Business,West,Services,Consulting Hours,Online,9,176.93,0.1,1433.16,925.27,507.89,Purchase Order,5.0,False,E. Garcia,8,Direct,
ORD-100159,2025-01-12,CUST-1109,Small Business,North,Services,Training Package,Online,1,410.07,0.2,328.06,258.36,69.7,Credit Card,4.1,False,H. Navarro,2,Email,
ORD-100160,2025-05-27,CUST-1098,Small Business,West,Services,Installation Service,Partner,3,263.45,0.2,632.28,510.09,122.19,Credit Card,4.1,False,C. Reyes,7,Direct,
ORD-100161,2025-06-28,CUST-1001,Consumer,East,Technology,Business Tablet,Partner,9,747.88,0.1,6057.83,3873.16,2184.68,Purchase Order,3.3,False,G. Ramos,4,Search,
ORD-100162,2025-05-07,CUST-1108,Corporate,North,Services,Training Package,Retail Store,3,490.86,0.05,1398.96,1014.92,384.04,Bank Transfer,4.0,False,B. Santos,2,Email,
ORD-100163,2025-11-01,CUST-1012,Small Business,West,Technology,4K Monitor,Retail Store,10,434.09,0.2,3472.72,2574.0,898.71,Bank Transfer,2.9,False,A. Cruz,1,Search,
ORD-100164,2025-09-15,CUST-1083,Consumer,East,Furniture,Standing Desk,Retail Store,12,580.39,0.15,5919.93,4387.72,1532.21,Bank Transfer,5.0,False,G. Ramos,10,Social,
ORD-100165,2025-05-21,CUST-1127,Consumer,East,Technology,Cloud Security Suite,Partner,10,902.65,0.2,7221.21,5526.8,1694.41,Mobile Wallet,5.0,False,G. Ramos,7,Referral,Follow-up required
ORD-100166,2025-03-18,CUST-1037,Small Business,North,Furniture,Meeting Table,Partner,3,807.29,0.15,2058.6,1471.13,587.47,Purchase Order,4.2,False,C. Reyes,4,Referral,
ORD-100167,2025-05-05,CUST-1095,Consumer,Central,Furniture,Standing Desk,Retail Store,6,676.38,0.2,3246.64,2197.44,1049.2,Credit Card,4.6,False,E. Garcia,8,Referral,
ORD-100168,2025-12-11,CUST-1123,Consumer,East,Technology,Laptop Pro 14,Corporate Sales,4,1352.02,0.15,4596.87,2901.14,1695.73,Credit Card,5.0,False,D. Lim,9,Search,
ORD-100169,2025-03-02,CUST-1142,Small Business,East,Services,Installation Service,Partner,12,231.82,0.15,2364.55,1379.69,984.86,Purchase Order,4.9,False,F. Tan,7,Social,
ORD-100170,2025-05-14,CUST-1082,Consumer,East,Furniture,Storage Shelf,Corporate Sales,8,292.56,0.1,2106.4,1442.87,663.53,Purchase Order,2.8,False,A. Cruz,8,Trade Show,
ORD-100171,2025-04-24,CUST-1107,Small Business,South,Office Supplies,Premium Paper,Retail Store,5,42.15,0.15,179.15,118.88,60.27,Mobile Wallet,5.0,False,D. Lim,10,Referral,New account
ORD-100172,2025-10-19,CUST-1126,Corporate,West,Office Supplies,Printer Toner,Partner,9,165.5,0.2,1191.62,869.05,322.57,Bank Transfer,4.2,False,F. Tan,6,Search,
ORD-100173,2025-03-13,CUST-1020,Corporate,North,Services,Installation Service,Online,9,268.12,0.2,1930.45,1559.58,370.87,Purchase Order,2.8,False,C. Reyes,9,Direct,
ORD-100174,2025-04-29,CUST-1159,Corporate,Central,Technology,Business Tablet,Partner,1,693.29,0.0,693.29,565.17,128.11,Purchase Order,4.1,False,A. Cruz,6,Email,
ORD-100175,2025-09-30,CUST-1005,Corporate,West,Services,Consulting Hours,Retail Store,1,179.73,0.15,152.77,100.66,52.11,Credit Card,3.1,False,B. Santos,9,Trade Show,
ORD-100176,2025-03-18,CUST-1102,Consumer,East,Office Supplies,Ink Cartridge Pack,Partner,10,118.06,0.15,1003.49,613.06,390.43,Purchase Order,4.6,False,D. Lim,6,Direct,
ORD-100177,2025-04-26,CUST-1098,Small Business,Central,Furniture,Executive Chair,Partner,11,452.62,0.2,3983.08,2455.4,1527.68,Credit Card,4.4,False,A. Cruz,2,Direct,Priority client
ORD-100178,2025-03-29,CUST-1025,Corporate,North,Technology,4K Monitor,Retail Store,7,429.8,0.2,2406.86,1595.65,811.21,Bank Transfer,3.4,False,H. Navarro,10,Social,
ORD-100179,2025-01-24,CUST-1081,Consumer,South,Technology,Wireless Headset,Retail Store,9,160.82,0.15,1230.31,853.53,376.78,Purchase Order,3.4,False,B. Santos,3,Social,
ORD-100180,2025-03-25,CUST-1036,Corporate,North,Office Supplies,Desk Organizer,Corporate Sales,7,27.22,0.2,152.41,89.89,62.52,Credit Card,4.5,False,B. Santos,6,Referral,Priority client
ORD-100181,2025-04-29,CUST-1084,Consumer,East,Technology,Wireless Headset,Partner,10,139.13,0.15,1182.64,765.01,417.64,Purchase Order,4.0,False,D. Lim,7,Social,
ORD-100182,2025-10-11,CUST-1159,Small Business,South,Services,Support Contract,Online,3,1129.52,0.2,2710.85,1809.29,901.56,Credit Card,3.3,False,E. Garcia,7,Search,
ORD-100183,2025-07-14,CUST-1114,Small Business,East,Office Supplies,Printer Toner,Online,6,169.12,0.05,963.96,718.82,245.14,Bank Transfer,3.6,False,B. Santos,1,Search,
ORD-100184,2025-08-09,CUST-1091,Corporate,North,Services,Data Migration,Corporate Sales,9,1020.98,0.15,7810.5,6256.28,1554.22,Purchase Order,4.3,False,A. Cruz,1,Social,
ORD-100185,2025-07-31,CUST-1134,Consumer,West,Services,Consulting Hours,Retail Store,12,164.2,0.15,1674.83,1082.69,592.13,Bank Transfer,4.6,False,E. Garcia,4,Social,Follow-up required
ORD-100186,2025-05-18,CUST-1124,Consumer,East,Services,Installation Service,Corporate Sales,2,234.23,0.0,468.45,295.24,173.21,Bank Transfer,4.7,False,H. Navarro,7,Trade Show,
ORD-100187,2025-11-12,CUST-1159,Small Business,East,Office Supplies,Printer Toner,Partner,2,164.62,0.0,329.24,229.25,100.0,Mobile Wallet,3.0,False,G. Ramos,7,Direct,
ORD-100188,2025-11-01,CUST-1081,Consumer,West,Office Supplies,Ergonomic Notebook,Corporate Sales,6,17.87,0.15,91.11,69.19,21.92,Mobile Wallet,5.0,False,H. Navarro,4,Trade Show,Priority client
ORD-100189,2025-05-05,CUST-1152,Corporate,South,Furniture,Meeting Table,Online,5,724.96,0.1,3262.33,2089.8,1172.53,Purchase Order,4.5,False,D. Lim,10,Referral,
ORD-100190,2025-05-30,CUST-1065,Corporate,South,Technology,4K Monitor,Partner,11,460.07,0.1,4554.71,3223.4,1331.31,Purchase Order,4.3,False,B. Santos,5,Referral,
ORD-100191,2025-11-03,CUST-1010,Small Business,Central,Services,Data Migration,Online,7,875.36,0.15,5208.41,3580.15,1628.26,Credit Card,2.9,False,D. Lim,7,Direct,Follow-up required
ORD-100192,2025-12-07,CUST-1111,Consumer,North,Furniture,Standing Desk,Online,11,599.97,0.15,5609.73,3761.59,1848.13,Mobile Wallet,4.3,True,D. Lim,10,Trade Show,
ORD-100193,2025-09-23,CUST-1129,Consumer,East,Office Supplies,Printer Toner,Online,6,152.78,0.1,825.0,542.27,282.73,Purchase Order,3.6,False,B. Santos,10,Social,New account
ORD-100194,2025-08-01,CUST-1053,Corporate,West,Technology,Laptop Pro 14,Corporate Sales,12,1200.21,0.0,14402.57,11431.7,2970.87,Purchase Order,3.3,False,B. Santos,6,Referral,Priority client
ORD-100195,2025-12-23,CUST-1088,Corporate,North,Services,Training Package,Retail Store,2,458.42,0.05,871.0,647.14,223.86,Bank Transfer,4.1,True,C. Reyes,3,Trade Show,
ORD-100196,2025-03-23,CUST-1048,Consumer,West,Furniture,Storage Shelf,Partner,7,274.3,0.1,1728.08,1225.04,503.03,Credit Card,5.0,False,D. Lim,7,Referral,New account
ORD-100197,2025-10-31,CUST-1017,Corporate,North,Services,Support Contract,Retail Store,1,1220.84,0.2,976.67,741.2,235.47,Mobile Wallet,3.3,False,F. Tan,5,Search,
ORD-100198,2025-08-23,CUST-1100,Corporate,West,Technology,Wireless Headset,Online,11,142.56,0.1,1411.31,941.54,469.77,Mobile Wallet,4.0,False,F. Tan,6,Referral,Follow-up required
ORD-100199,2025-11-13,CUST-1031,Consumer,East,Office Supplies,Ergonomic Notebook,Online,10,18.53,0.15,157.47,112.9,44.56,Bank Transfer,3.1,False,F. Tan,3,Direct,
ORD-100200,2025-03-14,CUST-1125,Corporate,Central,Services,Support Contract,Retail Store,10,1104.43,0.0,11044.28,6810.85,4233.42,Bank Transfer,4.5,False,H. Navarro,7,Social,
ORD-100201,2025-03-13,CUST-1035,Consumer,West,Office Supplies,Ergonomic Notebook,Partner,8,17.09,0.15,116.18,71.87,44.32,Purchase Order,3.7,True,H. Navarro,7,Referral,
ORD-100202,2025-12-30,CUST-1009,Small Business,South,Services,Support Contract,Corporate Sales,3,1121.61,0.0,3364.83,2675.79,689.04,Bank Transfer,3.5,False,H. Navarro,4,Trade Show,
ORD-100203,2025-09-11,CUST-1011,Corporate,West,Technology,Cloud Security Suite,Retail Store,2,823.53,0.05,1564.7,1104.49,460.21,Purchase Order,4.3,False,B. Santos,6,Direct,Follow-up required
ORD-100204,2025-12-01,CUST-1031,Consumer,South,Office Supplies,Ergonomic Notebook,Corporate Sales,1,16.6,0.1,14.94,10.09,4.85,Purchase Order,4.1,False,C. Reyes,2,Trade Show,Priority client
ORD-100205,2025-03-13,CUST-1138,Consumer,East,Office Supplies,Ink Cartridge Pack,Corporate Sales,1,141.11,0.15,119.95,94.48,25.46,Mobile Wallet,3.7,False,E. Garcia,5,Trade Show,Follow-up required
ORD-100206,2025-12-14,CUST-1034,Consumer,South,Technology,Business Tablet,Corporate Sales,7,652.99,0.0,4570.93,3384.66,1186.27,Bank Transfer,4.7,False,G. Ramos,3,Referral,New account
ORD-100207,2025-03-14,CUST-1132,Corporate,East,Furniture,Meeting Table,Corporate Sales,7,867.61,0.1,5465.97,3900.64,1565.33,Purchase Order,2.8,False,H. Navarro,2,Social,Priority client
ORD-100208,2025-10-25,CUST-1017,Corporate,West,Technology,Laptop Pro 14,Retail Store,12,1369.01,0.1,14785.35,9239.23,5546.13,Purchase Order,4.5,False,D. Lim,6,Referral,
ORD-100209,2025-05-18,CUST-1125,Small Business,North,Furniture,Filing Cabinet,Online,6,211.28,0.15,1077.51,734.98,342.54,Credit Card,2.9,False,H. Navarro,10,Email,
ORD-100210,2025-03-05,CUST-1034,Corporate,East,Office Supplies,Printer Toner,Retail Store,8,155.98,0.0,1247.85,906.63,341.23,Mobile Wallet,4.1,False,B. Santos,7,Direct,
ORD-100211,2025-07-04,CUST-1102,Corporate,East,Furniture,Executive Chair,Retail Store,6,468.33,0.2,2247.97,1617.41,630.56,Purchase Order,4.1,False,B. Santos,3,Direct,
ORD-100212,2025-02-18,CUST-1114,Consumer,North,Technology,Business Tablet,Corporate Sales,8,703.56,0.0,5628.45,3334.5,2293.94,Credit Card,3.2,False,G. Ramos,4,Direct,Follow-up required
ORD-100213,2025-03-09,CUST-1081,Small Business,East,Services,Consulting Hours,Retail Store,4,174.12,0.1,626.82,383.78,243.05,Purchase Order,4.9,False,C. Reyes,2,Direct,
ORD-100214,2025-12-13,CUST-1055,Corporate,South,Office Supplies,Premium Paper,Partner,9,37.09,0.15,283.71,210.96,72.75,Purchase Order,3.7,True,D. Lim,7,Email,
ORD-100215,2025-02-21,CUST-1036,Consumer,East,Office Supplies,Premium Paper,Online,10,41.03,0.2,328.24,237.3,90.94,Bank Transfer,2.2,False,E. Garcia,7,Direct,
ORD-100216,2025-01-14,CUST-1014,Consumer,West,Furniture,Standing Desk,Partner,9,609.99,0.15,4666.41,3747.53,918.88,Credit Card,3.5,False,D. Lim,7,Referral,
ORD-100217,2025-11-23,CUST-1146,Small Business,East,Technology,Cloud Security Suite,Retail Store,1,958.45,0.05,910.52,738.99,171.54,Purchase Order,4.4,False,B. Santos,3,Email,Priority client
ORD-100218,2025-10-28,CUST-1074,Corporate,Central,Technology,Laptop Pro 14,Partner,5,1412.88,0.0,7064.4,4404.63,2659.78,Purchase Order,3.6,True,G. Ramos,5,Email,Follow-up required
ORD-100219,2025-11-24,CUST-1040,Corporate,East,Office Supplies,Ergonomic Notebook,Partner,2,16.44,0.05,31.23,23.67,7.56,Credit Card,5.0,False,E. Garcia,4,Direct,
ORD-100220,2025-08-12,CUST-1157,Corporate,North,Office Supplies,Premium Paper,Corporate Sales,4,36.19,0.0,144.76,111.59,33.17,Bank Transfer,4.3,False,B. Santos,2,Email,Priority client
ORD-100221,2025-12-29,CUST-1067,Consumer,East,Office Supplies,Premium Paper,Retail Store,3,36.67,0.1,99.02,61.32,37.7,Mobile Wallet,4.4,False,B. Santos,9,Email,
ORD-100222,2025-06-21,CUST-1020,Small Business,West,Services,Training Package,Corporate Sales,9,464.87,0.0,4183.81,2951.83,1231.98,Credit Card,3.8,False,H. Navarro,10,Trade Show,New account
ORD-100223,2025-03-27,CUST-1131,Consumer,North,Furniture,Standing Desk,Online,5,611.24,0.0,3056.2,2416.02,640.19,Bank Transfer,5.0,False,A. Cruz,2,Referral,
ORD-100224,2025-07-06,CUST-1083,Consumer,West,Services,Installation Service,Corporate Sales,3,246.96,0.0,740.87,496.73,244.14,Mobile Wallet,3.8,False,B. Santos,7,Trade Show,
ORD-100225,2025-07-10,CUST-1103,Consumer,West,Technology,Cloud Security Suite,Corporate Sales,11,892.29,0.0,9815.19,6402.75,3412.44,Mobile Wallet,4.1,False,F. Tan,9,Email,
ORD-100226,2025-10-11,CUST-1160,Consumer,West,Services,Consulting Hours,Corporate Sales,6,170.36,0.0,1022.16,813.53,208.62,Purchase Order,5.0,False,D. Lim,5,Direct,New account
ORD-100227,2025-10-07,CUST-1003,Small Business,North,Office Supplies,Ink Cartridge Pack,Partner,1,126.0,0.1,113.4,80.57,32.84,Mobile Wallet,4.3,True,B. Santos,12,Search,New account
ORD-100228,2025-09-29,CUST-1072,Consumer,North,Office Supplies,Printer Toner,Retail Store,8,156.05,0.0,1248.41,1005.67,242.74,Purchase Order,4.7,False,F. Tan,3,Referral,New account
ORD-100229,2025-02-13,CUST-1146,Consumer,West,Technology,Cloud Security Suite,Retail Store,3,921.96,0.2,2212.71,1461.22,751.49,Bank Transfer,4.4,False,E. Garcia,2,Social,Follow-up required
ORD-100230,2025-06-11,CUST-1035,Corporate,North,Services,Training Package,Retail Store,6,460.81,0.1,2488.36,1761.83,726.52,Credit Card,3.8,False,C. Reyes,2,Referral,
ORD-100231,2025-08-27,CUST-1079,Small Business,East,Furniture,Meeting Table,Online,2,861.94,0.15,1465.3,1127.21,338.1,Credit Card,3.8,False,C. Reyes,4,Direct,Priority client
ORD-100232,2025-06-05,CUST-1102,Corporate,North,Technology,Business Tablet,Corporate Sales,6,663.84,0.0,3983.03,3021.32,961.71,Mobile Wallet,3.5,False,C. Reyes,4,Email,
ORD-100233,2025-07-27,CUST-1036,Consumer,North,Services,Data Migration,Online,12,861.37,0.15,8785.99,6297.56,2488.42,Bank Transfer,4.5,False,C. Reyes,8,Search,
ORD-100234,2025-07-25,CUST-1017,Consumer,West,Furniture,Executive Chair,Retail Store,10,473.56,0.15,4025.22,3128.01,897.22,Credit Card,4.4,False,F. Tan,2,Email,
ORD-100235,2025-01-22,CUST-1008,Small Business,West,Services,Consulting Hours,Retail Store,3,165.98,0.15,423.26,331.47,91.78,Mobile Wallet,3.9,False,D. Lim,7,Search,Priority client
ORD-100236,2025-05-21,CUST-1076,Small Business,West,Furniture,Meeting Table,Partner,3,846.51,0.0,2539.52,1564.3,975.23,Credit Card,3.4,False,B. Santos,10,Social,
ORD-100237,2025-07-16,CUST-1140,Consumer,West,Office Supplies,Printer Toner,Corporate Sales,4,159.85,0.2,511.52,385.35,126.17,Purchase Order,4.8,False,H. Navarro,9,Social,
ORD-100238,2025-10-17,CUST-1072,Consumer,West,Furniture,Meeting Table,Corporate Sales,5,829.99,0.0,4149.96,2947.53,1202.44,Bank Transfer,5.0,True,C. Reyes,12,Email,
ORD-100239,2025-05-07,CUST-1045,Consumer,South,Office Supplies,Ergonomic Notebook,Corporate Sales,9,17.11,0.2,123.17,81.66,41.51,Mobile Wallet,2.8,True,A. Cruz,8,Direct,
ORD-100240,2025-12-25,CUST-1127,Corporate,East,Furniture,Storage Shelf,Retail Store,10,296.73,0.0,2967.28,2395.63,571.65,Purchase Order,5.0,False,A. Cruz,4,Email,
ORD-100241,2025-01-29,CUST-1158,Consumer,South,Office Supplies,Desk Organizer,Corporate Sales,4,26.99,0.0,107.96,77.8,30.15,Bank Transfer,5.0,False,F. Tan,1,Email,
ORD-100242,2025-01-12,CUST-1094,Consumer,East,Office Supplies,Desk Organizer,Partner,12,26.21,0.0,314.46,248.21,66.25,Credit Card,4.2,False,F. Tan,9,Social,
ORD-100243,2025-06-15,CUST-1082,Consumer,Central,Office Supplies,Ink Cartridge Pack,Corporate Sales,12,140.15,0.1,1513.61,1083.18,430.42,Bank Transfer,4.5,False,C. Reyes,8,Referral,
ORD-100244,2025-06-07,CUST-1146,Consumer,South,Furniture,Standing Desk,Corporate Sales,3,655.07,0.2,1572.17,969.41,602.76,Bank Transfer,4.3,True,B. Santos,14,Referral,
ORD-100245,2025-03-14,CUST-1023,Corporate,East,Furniture,Executive Chair,Partner,4,496.46,0.05,1886.55,1368.9,517.65,Credit Card,5.0,False,E. Garcia,3,Search,New account
ORD-100246,2025-05-08,CUST-1113,Corporate,West,Technology,Wireless Headset,Retail Store,5,161.94,0.0,809.72,649.51,160.21,Purchase Order,3.7,False,H. Navarro,1,Referral,
ORD-100247,2025-06-29,CUST-1116,Consumer,North,Services,Consulting Hours,Corporate Sales,8,178.23,0.15,1211.97,735.88,476.09,Credit Card,4.1,False,F. Tan,4,Social,
ORD-100248,2025-02-23,CUST-1024,Small Business,Central,Technology,Wireless Headset,Partner,3,151.72,0.1,409.64,276.82,132.82,Credit Card,4.9,False,G. Ramos,2,Direct,Follow-up required
ORD-100249,2025-03-26,CUST-1142,Corporate,Central,Services,Installation Service,Corporate Sales,1,227.74,0.0,227.74,150.41,77.33,Mobile Wallet,3.3,False,E. Garcia,4,Search,Priority client
ORD-100250,2025-02-19,CUST-1093,Consumer,West,Technology,4K Monitor,Online,10,462.43,0.15,3930.68,3147.55,783.13,Mobile Wallet,2.9,False,H. Navarro,3,Search,
ORD-100251,2025-02-19,CUST-1030,Small Business,West,Technology,Business Tablet,Partner,3,677.52,0.2,1626.05,1078.51,547.54,Purchase Order,3.8,False,E. Garcia,2,Email,
ORD-100252,2025-11-25,CUST-1068,Small Business,West,Services,Installation Service,Corporate Sales,6,236.23,0.1,1275.64,878.39,397.25,Bank Transfer,5.0,False,E. Garcia,8,Trade Show,
ORD-100253,2025-02-01,CUST-1151,Consumer,Central,Office Supplies,Premium Paper,Online,2,36.2,0.2,57.92,36.04,21.87,Purchase Order,,False,G. Ramos,9,Trade Show,Priority client
ORD-100254,2025-12-18,CUST-1009,Corporate,Central,Services,Data Migration,Retail Store,4,1028.82,0.1,3703.75,2470.31,1233.44,Credit Card,4.1,False,H. Navarro,7,Search,
ORD-100255,2025-03-27,CUST-1038,Corporate,East,Office Supplies,Ink Cartridge Pack,Corporate Sales,3,131.08,0.0,393.24,287.75,105.49,Credit Card,3.9,False,B. Santos,7,Referral,
ORD-100256,2025-10-12,CUST-1160,Corporate,Central,Services,Data Migration,Partner,6,871.22,0.05,4965.93,4068.34,897.59,Credit Card,3.3,False,G. Ramos,1,Search,
ORD-100257,2025-03-17,CUST-1106,Small Business,West,Technology,Laptop Pro 14,Partner,10,1299.57,0.0,12995.7,9394.49,3601.21,Purchase Order,4.1,False,A. Cruz,9,Search,
ORD-100258,2025-05-22,CUST-1102,Small Business,South,Services,Installation Service,Online,10,235.5,0.15,2001.71,1592.43,409.28,Purchase Order,4.1,False,E. Garcia,7,Social,
ORD-100259,2025-01-11,CUST-1059,Consumer,East,Furniture,Filing Cabinet,Partner,5,206.09,0.05,978.9,612.56,366.34,Mobile Wallet,4.1,False,E. Garcia,2,Direct,
ORD-100260,2025-08-02,CUST-1125,Corporate,East,Technology,Business Tablet,Online,8,708.06,0.0,5664.52,3374.75,2289.77,Bank Transfer,3.7,False,B. Santos,7,Social,New account
ORD-100261,2025-12-30,CUST-1015,Consumer,North,Services,Installation Service,Partner,9,263.78,0.15,2017.89,1389.9,627.99,Credit Card,2.1,True,F. Tan,6,,
ORD-100262,2025-04-12,CUST-1008,Consumer,East,Furniture,Filing Cabinet,Partner,8,214.65,0.15,1459.64,1042.64,417.0,Purchase Order,4.9,False,C. Reyes,2,Referral,New account
ORD-100263,2025-10-28,CUST-1008,Small Business,North,Furniture,Filing Cabinet,Retail Store,3,203.9,0.05,581.11,362.42,218.69,Bank Transfer,3.0,False,D. Lim,2,Direct,
ORD-100264,2025-04-26,CUST-1034,Corporate,South,Office Supplies,Ergonomic Notebook,Online,11,18.52,0.1,183.33,124.32,59.02,Bank Transfer,3.5,False,E. Garcia,1,Trade Show,Priority client
ORD-100265,2025-06-06,CUST-1078,Corporate,Central,Furniture,Meeting Table,Partner,7,723.16,0.05,4808.99,2969.44,1839.55,Credit Card,4.8,False,A. Cruz,4,Trade Show,
ORD-100266,2025-12-06,CUST-1028,Small Business,North,Furniture,Storage Shelf,Corporate Sales,11,270.72,0.15,2531.24,1602.96,928.27,Mobile Wallet,5.0,False,F. Tan,5,Social,New account
ORD-100267,2025-05-14,CUST-1154,Small Business,East,Furniture,Standing Desk,Retail Store,3,595.17,0.15,1517.68,1124.99,392.69,Credit Card,3.7,False,H. Navarro,1,Social,
ORD-100268,2025-05-13,CUST-1057,Corporate,Central,Services,Support Contract,Partner,7,1236.66,0.2,6925.29,4412.55,2512.75,Mobile Wallet,4.5,True,E. Garcia,12,Search,
ORD-100269,2025-12-03,CUST-1144,Consumer,East,Office Supplies,Ergonomic Notebook,Online,2,16.56,0.1,29.8,19.03,10.78,Bank Transfer,4.6,False,F. Tan,5,Search,New account
ORD-100270,2025-06-07,CUST-1031,Small Business,North,Services,Training Package,Online,6,479.72,0.05,2734.4,1846.61,887.79,Purchase Order,4.4,False,D. Lim,8,Trade Show,
ORD-100271,2025-03-03,CUST-1088,Small Business,Central,Services,Data Migration,Partner,5,981.94,0.1,4418.71,2780.24,1638.48,Bank Transfer,4.5,True,F. Tan,5,Direct,
ORD-100272,2025-04-03,CUST-1015,Consumer,West,Technology,4K Monitor,Corporate Sales,6,414.29,0.2,1988.61,1194.2,794.41,Bank Transfer,3.9,False,C. Reyes,6,Trade Show,New account
ORD-100273,2025-03-23,CUST-1110,Small Business,West,Services,Consulting Hours,Online,3,169.48,0.15,432.18,253.42,178.77,Credit Card,4.3,False,D. Lim,7,Direct,Priority client
ORD-100274,2025-07-11,CUST-1089,Small Business,South,Technology,Wireless Headset,Online,9,146.66,0.0,1319.93,1048.34,271.59,Purchase Order,3.2,True,E. Garcia,3,Search,
ORD-100275,2025-02-03,CUST-1087,Small Business,South,Technology,Wireless Headset,Corporate Sales,5,158.46,0.1,713.07,472.08,240.99,Purchase Order,3.6,False,F. Tan,10,Search,Follow-up required
ORD-100276,2025-03-26,CUST-1006,Corporate,Central,Services,Consulting Hours,Retail Store,4,183.25,0.0,733.0,472.3,260.7,Credit Card,3.0,False,F. Tan,3,Direct,
ORD-100277,2025-11-30,CUST-1153,Consumer,North,Technology,4K Monitor,Online,11,470.4,0.05,4915.65,3334.08,1581.57,Credit Card,2.5,False,B. Santos,10,Referral,
ORD-100278,2025-08-16,CUST-1003,Small Business,West,Services,Consulting Hours,Online,9,172.6,0.05,1475.74,1191.85,283.89,Mobile Wallet,5.0,False,C. Reyes,3,Referral,
ORD-100279,2025-02-23,CUST-1068,Corporate,South,Technology,Wireless Headset,Corporate Sales,2,156.86,0.0,313.71,192.5,121.21,Purchase Order,4.1,False,E. Garcia,10,Search,
ORD-100280,2025-01-21,CUST-1023,Consumer,Central,Services,Installation Service,Partner,12,269.73,0.1,2913.06,2248.78,664.28,Bank Transfer,4.9,False,B. Santos,1,Trade Show,
ORD-100281,2025-02-08,CUST-1119,Consumer,North,Technology,Wireless Headset,Retail Store,11,146.77,0.0,1614.48,945.11,669.38,Credit Card,4.3,False,E. Garcia,5,Social,
ORD-100282,2025-12-13,CUST-1036,Corporate,South,Furniture,Meeting Table,Corporate Sales,12,820.33,0.0,9843.96,6318.77,3525.19,Mobile Wallet,2.8,False,H. Navarro,1,Trade Show,
